Object Index,Accuracy
244,0.5797
245,0.5263
246,0.5396
247,0.5295
248,0.4689
249,0.5136
250,0.62149996
251,0.5585
252,0.5388
253,0.5205
254,0.4906
255,0.4015
256,0.4592
257,0.5315
258,0.6067
259,0.46629998
260,0.2865
261,0.63119996
262,0.636
263,0.5044
264,0.6987
265,0.4692
266,0.5226
267,0.54829997
268,0.45819998
269,0.4554
270,0.5241
271,0.5311
272,0.703
273,0.5234
274,0.43379998
275,0.54969996
276,0.625
277,0.6591
278,0.6936
279,0.5517
280,0.46359998
281,0.491
282,0.6468
283,0.5155
284,0.5997
285,0.68119997
286,0.6376
287,0.58239996
288,0.6119
289,0.5798
290,0.6058
291,0.5634
292,0.5045
293,0.61
294,0.5654
295,0.4484
296,0.7152
297,0.5941
298,0.49949998
299,0.4518
300,0.58629996
301,0.5355
302,0.70019996
303,0.4667
304,0.5505
305,0.7435
306,0.53459996
307,0.5137
308,0.6584
309,0.54469997
310,0.3996
311,0.51019996
312,0.51989996
313,0.5782
314,0.5555
315,0.5367
316,0.48369998
317,0.5682
318,0.62259996
319,0.5408
320,0.55579996
321,0.6038
322,0.5268
323,0.421
324,0.68579996
325,0.65459996
326,0.5421
327,0.3875
328,0.4249
329,0.61759996
330,0.5269
331,0.37719998
332,0.43829998
333,0.49089998
334,0.667
335,0.4958
336,0.53389996
337,0.5682
338,0.4863
339,0.5437
340,0.68399996
341,0.4163
342,0.46989998
343,0.4288
344,0.5947
345,0.5308
346,0.4946
347,0.6344
348,0.49789998
349,0.4299
350,0.6602
351,0.48369998
352,0.49359998
353,0.59
354,0.43289998
355,0.452
356,0.5658
357,0.3999
358,0.4596
359,0.63119996
360,0.6385
361,0.4671
362,0.6766
363,0.5779
364,0.6738
365,0.4235
366,0.7209
367,0.3922
368,0.5747
369,0.5997
370,0.68219995
371,0.43249997
372,0.5452
373,0.5762
374,0.5566
375,0.5563
376,0.493
377,0.5196
378,0.49049997
379,0.4123
380,0.5057
381,0.6879
382,0.6292
383,0.5036
384,0.5401
385,0.5439
386,0.5366
387,0.42139998
388,0.5405
389,0.3369
390,0.43559998
391,0.44079998
392,0.5058
393,0.53679997
394,0.4481
395,0.5128
396,0.65599996
397,0.399
398,0.48099998
399,0.48
400,0.4779
401,0.6117
402,0.4755
403,0.36659998
404,0.6931
405,0.55939996
406,0.5469
407,0.4849
408,0.5604
409,0.541
410,0.5438
411,0.6633
412,0.5966
413,0.58
414,0.5789
415,0.6843
416,0.5155
417,0.46539998
418,0.41419998
419,0.34649998
420,0.4734
421,0.62729996
422,0.7039
423,0.5534
424,0.6611
425,0.71279997
426,0.32549998
427,0.45909998
428,0.6809
429,0.4642
430,0.5901
431,0.5955
432,0.35099998
433,0.6763
434,0.64269996
435,0.5247
436,0.505
437,0.4912
438,0.5969
439,0.61149997
440,0.62009996
441,0.4554
442,0.5543
443,0.4998
444,0.5495
445,0.41059998
446,0.699
447,0.43429998
448,0.5826
449,0.5729
450,0.5697
451,0.5988
452,0.5372
453,0.6774
454,0.2951
455,0.51159996
456,0.52599996
457,0.5992
458,0.3822
459,0.4263
460,0.49069998
461,0.5413
462,0.44869998
463,0.4885
464,0.5489
465,0.648
466,0.6501
467,0.396
468,0.49539998
469,0.50369996
470,0.6479
471,0.6703
472,0.618
473,0.6148
474,0.5973
475,0.5347
476,0.5282
477,0.57809997
478,0.6162
479,0.5494
480,0.6258
481,0.6239
482,0.4942
483,0.3275
484,0.5349
485,0.5203
486,0.45369998
487,0.5649
488,0.5581
489,0.5474
490,0.5852
491,0.4457
492,0.5884
493,0.4543
494,0.42769998
495,0.4924
496,0.50909996
497,0.5008
498,0.6795
499,0.5915
500,0.6289
501,0.5926
502,0.3416
503,0.69799995
504,0.45839998
505,0.5488
506,0.5035
507,0.6013
508,0.4976
509,0.4403
510,0.48619998
511,0.6838
512,0.48709998
513,0.5313
514,0.55039996
515,0.4567
516,0.574
517,0.5944
518,0.4385
519,0.504
520,0.54719996
521,0.6326
522,0.4472
523,0.4332
524,0.5256
525,0.58669996
526,0.4515
527,0.53429997
528,0.36089998
529,0.5401
530,0.46339998
531,0.56299996
532,0.4831
533,0.6067
534,0.5281
535,0.5589
536,0.4931
537,0.60389996
538,0.4687
539,0.66819996
540,0.6537
541,0.333
542,0.74689996
543,0.5575
544,0.54679996
545,0.5002
546,0.5304
547,0.4829
548,0.45499998
549,0.4709
550,0.6681
551,0.417
552,0.6756
553,0.6168
554,0.48169997
555,0.5708
556,0.6138
557,0.55289996
558,0.56119996
559,0.54429996
560,0.5804
561,0.7262
562,0.56589997
563,0.5306
564,0.5097
565,0.5038
566,0.63769996
567,0.4525
568,0.6035
569,0.7076
570,0.5919
571,0.5654
572,0.44169998
573,0.67399997
574,0.6301
575,0.53319997
576,0.46089998
577,0.2721
578,0.5485
579,0.4658
580,0.5238
581,0.2061
582,0.4263
583,0.4732
584,0.5298
585,0.7238
586,0.69979995
587,0.3707
588,0.4956
589,0.5067
590,0.47329998
591,0.6195
592,0.66929996
593,0.5962
594,0.5513
595,0.3651
596,0.4775
597,0.6091
598,0.59819996
599,0.754
600,0.6056
601,0.75159997
602,0.69299996
603,0.5362
604,0.5197
605,0.3152
606,0.6547
607,0.5196
608,0.6569
609,0.45229998
610,0.48229998
611,0.5159
612,0.6358
613,0.5063
614,0.5525
615,0.5804
616,0.6162
