Object Index,Accuracy
458,0.6569
459,0.38959998
460,0.406
461,0.6906
462,0.42459998
463,0.8286
464,0.8039
465,0.8552
466,0.86249995
467,0.5999
468,0.52419996
469,0.73899996
470,0.6566
471,0.8488
472,0.83849996
473,0.7409
474,0.83739996
475,0.8394
476,0.7543
477,0.8348
478,0.8463
479,0.7119
480,0.78319997
481,0.81949997
482,0.47849998
483,0.3904
484,0.57629997
485,0.7611
486,0.7905
487,0.69589996
488,0.8055
489,0.54829997
490,0.806
491,0.6793
492,0.9047
493,0.5999
494,0.45049998
495,0.53429997
496,0.62439996
497,0.3715
498,0.8093
499,0.783
500,0.8487
501,0.7772
502,0.3242
503,0.7554
504,0.566
505,0.83489996
506,0.5742
507,0.8364
508,0.39679998
509,0.4684
510,0.6119
511,0.74939996
512,0.613
513,0.6574
514,0.7305
515,0.2435
516,0.6728
517,0.80509996
518,0.45299998
519,0.6411
520,0.59819996
521,0.80189997
522,0.61899996
523,0.5712
524,0.79829997
525,0.7909
526,0.5584
527,0.8484
528,0.7445
529,0.8641
530,0.6121
531,0.79969996
532,0.7751
533,0.82019997
534,0.6182
535,0.7693
536,0.6374
537,0.8221
538,0.46449998
539,0.8315
540,0.60429996
541,0.5336
542,0.9109
543,0.7213
544,0.6902
545,0.86719996
546,0.54719996
547,0.8161
548,0.6019
549,0.7003
550,0.8527
551,0.6917
552,0.7402
553,0.85539997
554,0.6727
555,0.72679996
556,0.82809997
557,0.6272
558,0.87049997
559,0.78
560,0.9137
561,0.7576
562,0.7407
563,0.7366
564,0.66209996
565,0.6001
566,0.7316
567,0.6512
568,0.826
569,0.86469996
570,0.61329997
571,0.8387
572,0.6987
573,0.65709996
574,0.6526
575,0.78639996
576,0.7193
577,0.1656
578,0.71279997
579,0.8555
580,0.84709996
581,0.34469998
582,0.7805
583,0.5365
584,0.77089995
585,0.85249996
586,0.7872
587,0.3875
588,0.78999996
589,0.8057
590,0.5801
591,0.8613
592,0.8438
593,0.83599997
594,0.819
595,0.355
596,0.5797
597,0.8484
598,0.8831
599,0.82089996
600,0.812
601,0.73749995
602,0.7762
603,0.8085
604,0.8074
605,0.5047
606,0.8328
607,0.75369996
608,0.811
609,0.48659998
610,0.382
611,0.8222
612,0.842
613,0.8145
614,0.7051
615,0.6985
616,0.77639997
