Object Index,Accuracy
382,0.25579998
383,0.3217
384,0.2546
385,0.21159999
386,0.2531
387,0.1769
388,0.3023
389,0.2086
390,0.1175
391,0.2661
392,0.2677
393,0.2499
394,0.2171
395,0.2085
396,0.1681
397,0.2366
398,0.2339
399,0.2078
400,0.2963
401,0.2206
402,0.2095
403,0.2223
404,0.20289999
405,0.19659999
406,0.2193
407,0.20699999
408,0.2608
409,0.2572
410,0.2434
411,0.1699
412,0.2067
413,0.2056
414,0.22649999
415,0.2899
416,0.1372
417,0.23079999
418,0.211
419,0.2443
420,0.1488
421,0.2582
422,0.1724
423,0.3242
424,0.2519
425,0.1987
426,0.3017
427,0.3062
428,0.2051
429,0.2214
430,0.2148
431,0.2296
432,0.4892
433,0.19739999
434,0.1831
435,0.2333
436,0.1926
437,0.252
438,0.22999999
439,0.2258
440,0.278
441,0.1134
442,0.29459998
443,0.2672
444,0.27789998
445,0.120699994
446,0.1651
447,0.2719
448,0.2251
449,0.3209
450,0.31559998
451,0.3568
452,0.23889999
453,0.15259999
454,0.2636
455,0.27339998
456,0.3217
457,0.2121
458,0.2285
459,0.20799999
460,0.2411
461,0.25169998
462,0.2261
463,0.2488
464,0.2038
465,0.1955
466,0.2498
467,0.3225
468,0.2428
469,0.14029999
470,0.29029998
471,0.174
472,0.2735
473,0.2911
474,0.2694
475,0.421
476,0.2969
477,0.3266
478,0.1698
479,0.1662
480,0.1592
481,0.1505
482,0.2191
483,0.28239998
484,0.23609999
485,0.3249
486,0.2135
487,0.23519999
488,0.2313
489,0.37399998
490,0.2183
491,0.1583
492,0.22839999
493,0.23179999
494,0.1894
495,0.22739999
496,0.1863
497,0.1269
498,0.2154
499,0.29459998
500,0.2692
501,0.3085
502,0.1384
503,0.22459999
504,0.1821
505,0.2454
506,0.2615
507,0.2076
508,0.2083
509,0.18239999
510,0.2339
511,0.2182
512,0.25329998
513,0.2586
514,0.23279999
515,0.16939999
516,0.20189999
517,0.33049998
518,0.116
519,0.1681
520,0.1688
521,0.3184
522,0.22219999
523,0.2259
524,0.1678
525,0.24139999
526,0.3254
527,0.2338
528,0.34239998
529,0.3153
530,0.2716
531,0.1406
532,0.39299998
533,0.21779999
534,0.25599998
535,0.26819998
536,0.2783
537,0.2277
538,0.2175
539,0.1759
540,0.29659998
541,0.2454
542,0.2104
543,0.2609
544,0.2647
545,0.18509999
546,0.2294
547,0.182
548,0.112799995
549,0.30069998
550,0.2408
551,0.204
552,0.2306
553,0.24599999
554,0.20789999
555,0.27359998
556,0.2391
557,0.2719
558,0.2549
559,0.34239998
560,0.3217
561,0.20459999
562,0.23959999
563,0.30679998
564,0.21329999
565,0.23719999
566,0.26929998
567,0.3189
568,0.2479
569,0.19669999
570,0.1586
571,0.2128
572,0.268
573,0.1673
574,0.2068
575,0.25689998
576,0.18419999
577,0.15609999
578,0.25579998
579,0.2757
580,0.3004
581,0.29189998
582,0.29839998
583,0.1988
584,0.24669999
585,0.111499995
586,0.2268
587,0.1255
588,0.33429998
589,0.368
590,0.2622
591,0.2522
592,0.166
593,0.243
594,0.2956
595,0.322
596,0.32
597,0.1929
598,0.2695
599,0.2304
600,0.22
601,0.1496
602,0.2747
603,0.40899998
604,0.34219998
605,0.21319999
606,0.1924
607,0.3567
608,0.2812
609,0.118499994
610,0.22
611,0.1087
612,0.21769999
613,0.17119999
614,0.2277
615,0.2078
616,0.2149
