Object Index,Accuracy
221,0.2224
222,0.1251
223,0.3033
224,0.1392
225,0.32479998
226,0.2427
227,0.24409999
228,0.195
229,0.26659998
230,0.1134
231,0.1056
232,0.511
233,0.12709999
234,0.2573
235,0.42909998
236,0.1871
237,0.4626
238,0.30949998
239,0.3002
240,0.063999996
241,0.15609999
242,0.232
243,0.1407
244,0.1362
245,0.2696
246,0.0738
247,0.1749
248,0.1849
249,0.17469999
250,0.1696
251,0.18689999
252,0.14829999
253,0.2023
254,0.23789999
255,0.2516
256,0.1063
257,0.2263
258,0.1541
259,0.2092
260,0.124199994
261,0.1217
262,0.24489999
263,0.13059999
264,0.2602
265,0.2589
266,0.1556
267,0.19039999
268,0.26479998
269,0.23689999
270,0.2592
271,0.30429998
272,0.3006
273,0.24069999
274,0.311
275,0.23179999
276,0.2653
277,0.2066
278,0.27519998
279,0.1751
280,0.089499995
281,0.1008
282,0.2509
283,0.1417
284,0.2722
285,0.2418
286,0.085999995
287,0.3242
288,0.19129999
289,0.2366
290,0.1419
291,0.1206
292,0.1006
293,0.1237
294,0.2706
295,0.17359999
296,0.41709998
297,0.0503
298,0.1232
299,0.27429998
300,0.267
301,0.1699
302,0.28759998
303,0.22819999
304,0.3353
305,0.2286
306,0.2082
307,0.17369999
308,0.15529999
309,0.3259
310,0.26319999
311,0.31649998
312,0.44219998
313,0.0975
314,0.1785
315,0.24839999
316,0.099599995
317,0.1138
318,0.3243
319,0.2217
320,0.0822
321,0.2768
322,0.3278
323,0.2454
324,0.2573
325,0.32279998
326,0.2267
327,0.20089999
328,0.108399995
329,0.27879998
330,0.32259998
331,0.2759
332,0.41459998
333,0.107499994
334,0.1814
335,0.35909998
336,0.098
337,0.12019999
338,0.265
339,0.0809
340,0.24129999
341,0.1444
342,0.14289999
343,0.1286
344,0.28779998
345,0.22919999
346,0.23339999
347,0.2539
348,0.3468
349,0.20899999
350,0.1558
351,0.5175
352,0.1489
353,0.20279999
354,0.23959999
355,0.2093
356,0.37759998
357,0.1408
358,0.2602
359,0.1891
360,0.2962
361,0.2333
362,0.30089998
363,0.1626
364,0.22369999
365,0.1257
366,0.3606
367,0.2529
368,0.1028
369,0.1408
370,0.1963
371,0.3294
372,0.14109999
373,0.063999996
374,0.092099994
375,0.1805
376,0.0963
377,0.28059998
378,0.2103
379,0.2547
380,0.22389999
381,0.3292
382,0.2922
383,0.35639998
384,0.1121
385,0.25669998
386,0.2519
387,0.0626
388,0.32299998
389,0.088
390,0.4242
391,0.29029998
392,0.3479
393,0.281
394,0.27429998
395,0.1397
396,0.221
397,0.0592
398,0.4346
399,0.100999996
400,0.2866
401,0.117199995
402,0.1925
403,0.1046
404,0.2553
405,0.0792
406,0.3145
407,0.2812
408,0.1973
409,0.1864
410,0.109699994
411,0.1792
412,0.1299
413,0.078999996
414,0.2127
415,0.2908
416,0.26929998
417,0.17979999
418,0.060799997
419,0.2548
420,0.1378
421,0.2773
422,0.2986
423,0.082899995
424,0.2776
425,0.13769999
426,0.1011
427,0.4278
428,0.1458
429,0.19649999
430,0.0849
431,0.10789999
432,0.073199995
433,0.346
434,0.0315
435,0.16139999
436,0.049799997
437,0.2438
438,0.26209998
439,0.1362
440,0.2969
441,0.0813
442,0.3539
443,0.1936
444,0.1094
445,0.2245
446,0.2619
447,0.1971
448,0.1328
449,0.3197
450,0.28509998
451,0.23529999
452,0.2474
453,0.2881
454,0.0528
455,0.24039999
456,0.1753
457,0.1513
458,0.46379998
459,0.18519999
460,0.24
461,0.26139998
462,0.1325
463,0.15269999
464,0.129
465,0.1953
466,0.218
467,0.1815
468,0.3125
469,0.105
470,0.1831
471,0.1906
472,0.22569999
473,0.3038
474,0.1551
475,0.1493
476,0.1963
477,0.1679
478,0.1521
479,0.13149999
480,0.191
481,0.19219999
482,0.1779
483,0.2488
484,0.2604
485,0.3208
486,0.0674
487,0.2181
488,0.2201
489,0.2306
490,0.2536
491,0.1767
492,0.102
493,0.3375
494,0.45769998
495,0.19559999
496,0.258
497,0.1515
498,0.14999999
499,0.4204
500,0.3338
501,0.2726
502,0.0788
503,0.3051
504,0.1809
505,0.065299995
506,0.1845
507,0.0574
508,0.15359999
509,0.099199995
510,0.2845
511,0.29
512,0.1383
513,0.2654
514,0.117
515,0.1301
516,0.2501
517,0.345
518,0.1361
519,0.063099995
520,0.3119
521,0.3348
522,0.3427
523,0.1687
524,0.0729
525,0.1769
526,0.2417
527,0.1796
528,0.0761
529,0.0915
530,0.22999999
531,0.1638
532,0.1349
533,0.1162
534,0.2092
535,0.0319
536,0.2023
537,0.1828
538,0.3633
539,0.2287
540,0.23879999
541,0.4244
542,0.30629998
543,0.4637
544,0.062699996
545,0.094399996
546,0.3944
547,0.12329999
548,0.2599
549,0.3509
550,0.2499
551,0.23259999
552,0.2672
553,0.1165
554,0.21869999
555,0.33859998
556,0.22649999
557,0.18599999
558,0.36159998
559,0.14109999
560,0.110599995
561,0.3687
562,0.064399995
563,0.3178
564,0.16319999
565,0.22839999
566,0.282
567,0.2609
568,0.2592
569,0.2383
570,0.2796
571,0.057099998
572,0.289
573,0.2479
574,0.2173
575,0.2013
576,0.30629998
577,0.027099999
578,0.2968
579,0.1665
580,0.10569999
581,0.2127
582,0.14
583,0.32889998
584,0.2719
585,0.54429996
586,0.3266
587,0.17469999
588,0.26999998
589,0.3076
590,0.2242
591,0.1257
592,0.1909
593,0.16489999
594,0.285
595,0.0999
596,0.40379998
597,0.124699995
598,0.2244
599,0.29299998
600,0.0602
601,0.23889999
602,0.33859998
603,0.1008
604,0.3031
605,0.14479999
606,0.1831
607,0.23099999
608,0.32119998
609,0.2409
610,0.2832
611,0.2261
612,0.2014
613,0.071899995
614,0.2075
615,0.1665
616,0.2724
