Object Index,Accuracy,NameofFiles_preds,NameofFiles_GTs
0,0.1554,./output/segRotationX_180.0/fail/pred_0_0.gif,./output/segRotationX_180.0/fail/gt_0_0.gif
1,0.42839998,./output/segRotationX_180.0/fail/pred_0_1.gif,./output/segRotationX_180.0/fail/gt_0_1.gif
2,0.2527,./output/segRotationX_180.0/fail/pred_0_2.gif,./output/segRotationX_180.0/fail/gt_0_2.gif
3,0.2607,./output/segRotationX_180.0/fail/pred_0_3.gif,./output/segRotationX_180.0/fail/gt_0_3.gif
4,0.42,./output/segRotationX_180.0/fail/pred_0_4.gif,./output/segRotationX_180.0/fail/gt_0_4.gif
5,0.2704,./output/segRotationX_180.0/fail/pred_0_5.gif,./output/segRotationX_180.0/fail/gt_0_5.gif
6,0.34849998,./output/segRotationX_180.0/fail/pred_0_6.gif,./output/segRotationX_180.0/fail/gt_0_6.gif
7,0.29119998,./output/segRotationX_180.0/fail/pred_0_7.gif,./output/segRotationX_180.0/fail/gt_0_7.gif
8,0.22,./output/segRotationX_180.0/fail/pred_0_8.gif,./output/segRotationX_180.0/fail/gt_0_8.gif
9,0.1374,./output/segRotationX_180.0/fail/pred_0_9.gif,./output/segRotationX_180.0/fail/gt_0_9.gif
10,0.2902,./output/segRotationX_180.0/fail/pred_0_10.gif,./output/segRotationX_180.0/fail/gt_0_10.gif
11,0.2703,./output/segRotationX_180.0/fail/pred_0_11.gif,./output/segRotationX_180.0/fail/gt_0_11.gif
12,0.18249999,./output/segRotationX_180.0/fail/pred_0_12.gif,./output/segRotationX_180.0/fail/gt_0_12.gif
13,0.28039998,./output/segRotationX_180.0/fail/pred_0_13.gif,./output/segRotationX_180.0/fail/gt_0_13.gif
14,0.3348,./output/segRotationX_180.0/fail/pred_0_14.gif,./output/segRotationX_180.0/fail/gt_0_14.gif
15,0.37579998,./output/segRotationX_180.0/fail/pred_0_15.gif,./output/segRotationX_180.0/fail/gt_0_15.gif
16,0.2793,./output/segRotationX_180.0/fail/pred_0_16.gif,./output/segRotationX_180.0/fail/gt_0_16.gif
17,0.3457,./output/segRotationX_180.0/fail/pred_0_17.gif,./output/segRotationX_180.0/fail/gt_0_17.gif
18,0.31059998,./output/segRotationX_180.0/fail/pred_0_18.gif,./output/segRotationX_180.0/fail/gt_0_18.gif
19,0.4599,./output/segRotationX_180.0/fail/pred_0_19.gif,./output/segRotationX_180.0/fail/gt_0_19.gif
20,0.2083,./output/segRotationX_180.0/fail/pred_0_20.gif,./output/segRotationX_180.0/fail/gt_0_20.gif
21,0.25689998,./output/segRotationX_180.0/fail/pred_0_21.gif,./output/segRotationX_180.0/fail/gt_0_21.gif
22,0.1938,./output/segRotationX_180.0/fail/pred_0_22.gif,./output/segRotationX_180.0/fail/gt_0_22.gif
23,0.3885,./output/segRotationX_180.0/fail/pred_0_23.gif,./output/segRotationX_180.0/fail/gt_0_23.gif
24,0.36589998,./output/segRotationX_180.0/fail/pred_0_24.gif,./output/segRotationX_180.0/fail/gt_0_24.gif
25,0.2924,./output/segRotationX_180.0/fail/pred_0_25.gif,./output/segRotationX_180.0/fail/gt_0_25.gif
