Object Index,Accuracy
543,0.38279998
544,0.2716
545,0.15959999
546,0.2914
547,0.2252
548,0.19469999
549,0.1752
550,0.44579998
551,0.2716
552,0.41419998
553,0.26459998
554,0.1549
555,0.3278
556,0.2747
557,0.2778
558,0.3197
559,0.3243
560,0.24319999
561,0.4551
562,0.2473
563,0.32349998
564,0.24309999
565,0.38189998
566,0.40089998
567,0.3091
568,0.4324
569,0.3667
570,0.23249999
571,0.1406
572,0.2505
573,0.3507
574,0.2739
575,0.357
576,0.2351
577,0.2829
578,0.3076
579,0.3116
580,0.2882
581,0.1599
582,0.3213
583,0.3275
584,0.3475
585,0.3931
586,0.47309998
587,0.22
588,0.43719998
589,0.34039998
590,0.2042
591,0.3146
592,0.40089998
593,0.26299998
594,0.4385
595,0.2636
596,0.18329999
597,0.3013
598,0.4007
599,0.504
600,0.1795
601,0.4067
602,0.447
603,0.19139999
604,0.4452
605,0.313
606,0.2981
607,0.28149998
608,0.4709
609,0.35999998
610,0.1295
611,0.24929999
612,0.3547
613,0.1522
614,0.2214
615,0.2226
616,0.3214
