Object Index,Accuracy
258,0.45819998
259,0.31399998
260,0.20359999
261,0.0679
262,0.59679997
263,0.48049998
264,0.5219
265,0.41489998
266,0.44309998
267,0.37559998
268,0.37129998
269,0.2532
270,0.4464
271,0.5172
272,0.2251
273,0.2847
274,0.4071
275,0.39589998
276,0.2651
277,0.6543
278,0.5718
279,0.1589
280,0.42459998
281,0.5308
282,0.3612
283,0.3619
284,0.2575
285,0.266
286,0.2554
287,0.2758
288,0.3475
289,0.2609
290,0.4396
291,0.26119998
292,0.2837
293,0.29839998
294,0.3436
295,0.2969
296,0.3547
297,0.4635
298,0.5439
299,0.38
300,0.3766
301,0.7118
302,0.5715
303,0.2947
304,0.30629998
305,0.303
306,0.43019998
307,0.4614
308,0.30159998
309,0.41189998
310,0.2652
311,0.2473
312,0.2995
313,0.33069998
314,0.445
315,0.3706
316,0.3595
317,0.2129
318,0.6076
319,0.3816
320,0.39609998
321,0.52239996
322,0.4057
323,0.5142
324,0.3909
325,0.5254
326,0.1258
327,0.3443
328,0.4024
329,0.362
330,0.2793
331,0.1301
332,0.259
333,0.1457
334,0.3452
335,0.2891
336,0.4827
337,0.3795
338,0.4394
339,0.5042
340,0.479
341,0.7274
342,0.33789998
343,0.1731
344,0.3155
345,0.4457
346,0.34719998
347,0.2426
348,0.4877
349,0.4175
350,0.2101
351,0.3148
352,0.5226
353,0.3805
354,0.2652
355,0.35889998
356,0.47329998
357,0.24679999
358,0.38639998
359,0.40289998
360,0.2915
361,0.32259998
362,0.1349
363,0.377
364,0.38599998
365,0.121999994
366,0.147
367,0.5489
368,0.4224
369,0.3761
370,0.31669998
371,0.37579998
372,0.2947
373,0.4965
374,0.3161
375,0.40019998
376,0.3669
377,0.2958
378,0.3469
379,0.477
380,0.26389998
381,0.37109998
382,0.40899998
383,0.47439998
384,0.3461
385,0.4287
386,0.2627
387,0.2348
388,0.19559999
389,0.1244
390,0.2462
391,0.23709999
392,0.3992
393,0.3691
394,0.41979998
395,0.2891
396,0.3744
397,0.56299996
398,0.38549998
399,0.34309998
400,0.28
401,0.35729998
402,0.4937
403,0.5872
404,0.34849998
405,0.2729
406,0.1838
407,0.3568
408,0.1654
409,0.3926
410,0.6475
411,0.3132
412,0.5829
413,0.3992
414,0.3997
415,0.53249997
416,0.5036
417,0.3787
418,0.4287
419,0.1277
420,0.346
421,0.5771
422,0.392
423,0.45049998
424,0.3105
425,0.37219998
426,0.7134
427,0.2805
428,0.3418
429,0.1722
430,0.3827
431,0.57989997
432,0.2162
433,0.50159997
434,0.25149998
435,0.30069998
436,0.3981
437,0.43829998
438,0.7527
439,0.4775
440,0.48409998
441,0.45819998
442,0.4455
443,0.4982
444,0.4441
445,0.054199997
446,0.3099
447,0.9278
448,0.44439998
449,0.442
450,0.2977
451,0.2051
452,0.2914
453,0.29119998
454,0.18959999
455,0.5904
456,0.2456
457,0.2825
458,0.2285
459,0.182
460,0.51019996
461,0.37109998
462,0.6243
463,0.43969998
464,0.33339998
465,0.305
466,0.51989996
467,0.33519998
468,0.3493
469,0.28129998
470,0.15169999
471,0.4908
472,0.5507
473,0.24069999
474,0.36319998
475,0.32889998
476,0.31849998
477,0.35779998
478,0.37289998
479,0.2768
480,0.306
481,0.2739
482,0.2359
483,0.4998
484,0.4666
485,0.3373
486,0.36069998
487,0.3712
488,0.4971
489,0.66859996
490,0.51129997
491,0.1774
492,0.43069997
493,0.4044
494,0.1652
495,0.2137
496,0.35079998
497,0.43429998
498,0.5397
499,0.40289998
500,0.5983
501,0.3491
502,0.2613
503,0.2978
504,0.32819998
505,0.519
506,0.4095
507,0.39159998
508,0.4238
509,0.4285
510,0.3796
511,0.3232
512,0.3278
513,0.34829998
514,0.40809998
515,0.2924
516,0.54899997
517,0.4755
518,0.1815
519,0.1767
520,0.2557
521,0.3728
522,0.4712
523,0.4163
524,0.054399997
525,0.3863
526,0.5843
527,0.4122
528,0.5584
529,0.5177
530,0.2705
531,0.2094
532,0.6046
533,0.46789998
534,0.34759998
535,0.5256
536,0.51269996
537,0.4465
538,0.2759
539,0.3954
540,0.38819999
541,0.17979999
542,0.22569999
543,0.2403
544,0.32349998
545,0.5553
546,0.1853
547,0.3734
548,0.2052
549,0.31579998
550,0.62659997
551,0.2421
552,0.3788
553,0.44169998
554,0.3575
555,0.2654
556,0.2589
557,0.2243
558,0.52129996
559,0.4666
560,0.4298
561,0.3292
562,0.60209996
563,0.5214
564,0.4346
565,0.4076
566,0.5161
567,0.2312
568,0.5815
569,0.48029998
570,0.0837
571,0.5203
572,0.4795
573,0.1528
574,0.3139
575,0.4702
576,0.675
577,0.2701
578,0.4831
579,0.4721
580,0.3735
581,0.2243
582,0.472
583,0.2949
584,0.3234
585,0.036
586,0.5965
587,0.5094
588,0.59819996
589,0.4811
590,0.21409999
591,0.36769998
592,0.5554
593,0.3278
594,0.547
595,0.2183
596,0.1691
597,0.5595
598,0.4121
599,0.3238
600,0.382
601,0.2647
602,0.2333
603,0.2846
604,0.5467
605,0.1937
606,0.39209998
607,0.254
608,0.4933
609,0.36499998
610,0.1136
611,0.2461
612,0.3504
613,0.44349998
614,0.2271
615,0.5568
616,0.43379998
