Object Index,Accuracy
386,0.39479998
387,0.4543
388,0.4543
389,0.2758
390,0.308
391,0.36949998
392,0.5424
393,0.39929998
394,0.59
395,0.2225
396,0.4317
397,0.5298
398,0.5426
399,0.6094
400,0.2005
401,0.62909997
402,0.5008
403,0.6785
404,0.56439996
405,0.5869
406,0.2565
407,0.5836
408,0.64919996
409,0.3696
410,0.6009
411,0.5785
412,0.5764
413,0.42389998
414,0.62729996
415,0.44889998
416,0.4951
417,0.4515
418,0.5437
419,0.496
420,0.55149996
421,0.508
422,0.5008
423,0.45
424,0.4062
425,0.6558
426,0.4881
427,0.41939998
428,0.4879
429,0.4545
430,0.4868
431,0.5937
432,0.7355
433,0.6231
434,0.5517
435,0.63629997
436,0.49899998
437,0.677
438,0.46339998
439,0.5789
440,0.4402
441,0.79109997
442,0.5621
443,0.7122
444,0.50409997
445,0.58309996
446,0.3858
447,0.49229997
448,0.46739998
449,0.4966
450,0.5884
451,0.696
452,0.3396
453,0.5525
454,0.42119998
455,0.6317
456,0.3719
457,0.50189996
458,0.4041
459,0.6809
460,0.6574
461,0.555
462,0.37
463,0.63729995
464,0.6243
465,0.525
466,0.4208
467,0.49789998
468,0.4181
469,0.47129998
470,0.5427
471,0.3306
472,0.636
473,0.6161
474,0.6412
475,0.6642
476,0.5509
477,0.6836
478,0.2595
479,0.6177
480,0.2332
481,0.3358
482,0.69659996
483,0.5477
484,0.58849996
485,0.6326
486,0.5625
487,0.53749996
488,0.3515
489,0.6354
490,0.121599995
491,0.5254
492,0.50369996
493,0.3353
494,0.38329998
495,0.32299998
496,0.4956
497,0.7615
498,0.6257
499,0.4477
500,0.529
501,0.60499996
502,0.2667
503,0.40449998
504,0.5997
505,0.4303
506,0.61969995
507,0.6484
508,0.45119998
509,0.79399997
510,0.6006
511,0.5255
512,0.6076
513,0.501
514,0.3784
515,0.49539998
516,0.4127
517,0.5981
518,0.5139
519,0.4123
520,0.4908
521,0.60749996
522,0.5693
523,0.6031
524,0.6993
525,0.5124
526,0.562
527,0.64309996
528,0.4428
529,0.5106
530,0.6053
531,0.63549995
532,0.4414
533,0.40019998
534,0.64129996
535,0.7338
536,0.3288
537,0.5926
538,0.4071
539,0.38979998
540,0.6796
541,0.47439998
542,0.48839998
543,0.20189999
544,0.6458
545,0.6114
546,0.49019998
547,0.487
548,0.5703
549,0.5165
550,0.53709996
551,0.4603
552,0.5509
553,0.57629997
554,0.5911
555,0.65569997
556,0.5992
557,0.5512
558,0.36049998
559,0.3312
560,0.3279
561,0.62009996
562,0.219
563,0.3667
564,0.5808
565,0.68
566,0.59779996
567,0.3469
568,0.65099996
569,0.5438
570,0.7449
571,0.5366
572,0.5002
573,0.77239996
574,0.551
575,0.42729998
576,0.45729998
577,0.29819998
578,0.5945
579,0.5783
580,0.62369996
581,0.4937
582,0.7388
583,0.61869997
584,0.5391
585,0.3206
586,0.504
587,0.4982
588,0.3635
589,0.6393
590,0.4956
591,0.66499996
592,0.4587
593,0.4553
594,0.6336
595,0.6073
596,0.3066
597,0.5859
598,0.6466
599,0.5008
600,0.5153
601,0.5385
602,0.6653
603,0.60179996
604,0.6595
605,0.50909996
606,0.62729996
607,0.7043
608,0.5893
609,0.74219996
610,0.50879997
611,0.42929998
612,0.4199
613,0.5365
614,0.42749998
615,0.4306
616,0.47619998
